datetime,NO2_prediction
17-10-2019 20:00,54.43056107
17-10-2019 21:00,56.62499237
17-10-2019 22:00,64.55428314
17-10-2019 23:00,72.01495361
18-10-2019 00:00,59.83744812
18-10-2019 01:00,61.82136536
18-10-2019 02:00,64.17682648
18-10-2019 03:00,65.11135101
18-10-2019 04:00,63.3278656
18-10-2019 05:00,58.57652664
18-10-2019 06:00,51.17723846
18-10-2019 07:00,43.58071136
18-10-2019 08:00,38.61592102
18-10-2019 09:00,36.09356308
18-10-2019 10:00,36.19282913
18-10-2019 11:00,44.42385483
18-10-2019 12:00,71.0378952
18-10-2019 13:00,109.6986618
18-10-2019 14:00,126.9568176
18-10-2019 15:00,128.0550842
18-10-2019 16:00,122.5653915
18-10-2019 17:00,112.7032013
18-10-2019 18:00,101.6764755
18-10-2019 19:00,89.77401733
18-10-2019 20:00,78.55400848
18-10-2019 21:00,70.37612152
18-10-2019 22:00,63.79206085
18-10-2019 23:00,56.74496078
25-10-2019 00:00,43.62807083
25-10-2019 01:00,45.09121704
25-10-2019 02:00,47.47871399
25-10-2019 03:00,49.60580444
25-10-2019 04:00,49.67613602
25-10-2019 05:00,46.75865936
25-10-2019 06:00,41.51403809
25-10-2019 07:00,36.03285217
25-10-2019 08:00,32.57481384
25-10-2019 09:00,29.9698391
25-10-2019 10:00,29.59632492
25-10-2019 11:00,32.96871948
25-10-2019 12:00,47.5644989
25-10-2019 13:00,82.98200226
25-10-2019 14:00,94.26639557
25-10-2019 15:00,89.37726593
25-10-2019 16:00,80.84618378
25-10-2019 17:00,74.07378387
25-10-2019 18:00,68.4858017
25-10-2019 19:00,61.27928543
25-10-2019 20:00,51.97332764
25-10-2019 21:00,45.51672363
25-10-2019 22:00,42.64943314
25-10-2019 23:00,41.01699829
27-10-2019 00:00,81.3097229
27-10-2019 01:00,87.59324646
27-10-2019 02:00,91.59410858
27-10-2019 03:00,94.7195816
27-10-2019 04:00,93.69652557
27-10-2019 05:00,85.76734161
27-10-2019 06:00,70.44667816
27-10-2019 07:00,56.38669586
27-10-2019 08:00,48.57286453
27-10-2019 09:00,44.77516174
27-10-2019 10:00,45.04447174
27-10-2019 11:00,52.3118515
27-10-2019 12:00,83.57260895
27-10-2019 13:00,124.9891434
27-10-2019 14:00,133.5559082
27-10-2019 15:00,132.390274
27-10-2019 16:00,127.3402328
27-10-2019 17:00,116.436142
27-10-2019 18:00,104.2288132
27-10-2019 19:00,93.42717743
27-10-2019 20:00,85.07045746
27-10-2019 21:00,84.02373505
27-10-2019 22:00,89.1085434
27-10-2019 23:00,95.60283661
02-11-2019 00:00,93.35961914
02-11-2019 01:00,95.84934235
02-11-2019 02:00,100.5895462
02-11-2019 03:00,105.6043243
02-11-2019 04:00,107.2201614
02-11-2019 05:00,103.3650284
02-11-2019 06:00,93.26703644
02-11-2019 07:00,79.56884766
02-11-2019 08:00,69.75832367
02-11-2019 09:00,68.56274414
02-11-2019 10:00,76.98984528
02-11-2019 11:00,103.9631882
02-11-2019 12:00,136.180481
02-11-2019 13:00,138.9822693
02-11-2019 14:00,139.1165771
02-11-2019 15:00,138.9457397
02-11-2019 16:00,138.5108032
02-11-2019 17:00,137.7644043
02-11-2019 18:00,136.501236
02-11-2019 19:00,132.6807556
02-11-2019 20:00,116.4804611
02-11-2019 21:00,102.5413361
02-11-2019 22:00,96.15548706
02-11-2019 23:00,94.20614624
10-11-2019 00:00,87.1319046
10-11-2019 01:00,89.28185272
10-11-2019 02:00,94.20652008
10-11-2019 03:00,98.60434723
10-11-2019 04:00,99.15353394
10-11-2019 05:00,93.21896362
10-11-2019 06:00,79.88312531
10-11-2019 07:00,65.19560242
10-11-2019 08:00,55.35868073
10-11-2019 09:00,51.721035
10-11-2019 10:00,56.24208832
10-11-2019 11:00,95.14297485
10-11-2019 12:00,136.5761871
10-11-2019 13:00,138.2106171
10-11-2019 14:00,138.1647339
10-11-2019 15:00,137.482254
10-11-2019 16:00,135.6488037
10-11-2019 17:00,131.4007263
10-11-2019 18:00,122.4602585
10-11-2019 19:00,107.4420853
10-11-2019 20:00,90.6125412
10-11-2019 21:00,76.59282684
10-11-2019 22:00,68.15691376
10-11-2019 23:00,65.25363922
15-11-2019 00:00,44.16820145
15-11-2019 01:00,47.51887512
15-11-2019 02:00,51.5134201
15-11-2019 03:00,54.61787415
15-11-2019 04:00,54.90951538
15-11-2019 05:00,50.5741806
15-11-2019 06:00,44.09605408
15-11-2019 07:00,37.76694489
15-11-2019 08:00,32.46998596
15-11-2019 09:00,29.14224815
15-11-2019 10:00,28.42123222
15-11-2019 11:00,32.80707169
15-11-2019 12:00,50.90472794
15-11-2019 13:00,78.34314728
15-11-2019 14:00,85.80982208
15-11-2019 15:00,82.77933502
15-11-2019 16:00,77.78679657
15-11-2019 17:00,73.57598114
15-11-2019 18:00,69.53874969
15-11-2019 19:00,62.0815506
15-11-2019 20:00,52.6827507
15-11-2019 21:00,45.84136963
15-11-2019 22:00,41.35801697
15-11-2019 23:00,35.59455872
22-11-2019 00:00,71.81710052
22-11-2019 01:00,73.86299896
22-11-2019 02:00,76.98114777
22-11-2019 03:00,81.57365417
22-11-2019 04:00,84.26008606
22-11-2019 05:00,82.17073822
22-11-2019 06:00,74.63658142
22-11-2019 07:00,61.18268585
22-11-2019 08:00,48.06355286
22-11-2019 09:00,40.17827606
22-11-2019 10:00,39.73885727
22-11-2019 11:00,49.42565536
22-11-2019 12:00,85.24493408
22-11-2019 13:00,124.1417084
22-11-2019 14:00,130.7469177
22-11-2019 15:00,127.9739304
22-11-2019 16:00,120.8476639
22-11-2019 17:00,110.9440842
22-11-2019 18:00,100.6883163
22-11-2019 19:00,90.2506485
22-11-2019 20:00,83.13826752
22-11-2019 21:00,82.03783417
22-11-2019 22:00,85.88516235
22-11-2019 23:00,91.79265594
28-11-2019 00:00,56.55403519
28-11-2019 01:00,54.78487396
28-11-2019 02:00,56.49391174
28-11-2019 03:00,58.51269531
28-11-2019 04:00,59.83670425
28-11-2019 05:00,57.68818665
28-11-2019 06:00,51.61227417
28-11-2019 07:00,44.19375992
28-11-2019 08:00,39.11681747
28-11-2019 09:00,37.25565338
28-11-2019 10:00,38.88510132
28-11-2019 11:00,47.39257813
28-11-2019 12:00,69.13014984
28-11-2019 13:00,87.4167099
28-11-2019 14:00,90.17476654
28-11-2019 15:00,85.93352509
28-11-2019 16:00,81.54325104
28-11-2019 17:00,77.65106964
28-11-2019 18:00,72.77662659
28-11-2019 19:00,65.32123566
28-11-2019 20:00,57.95914459
28-11-2019 21:00,53.80574799
28-11-2019 22:00,52.96789169
28-11-2019 23:00,49.80982971
05-12-2019 00:00,81.27172089
05-12-2019 01:00,81.5997467
05-12-2019 02:00,82.93344116
05-12-2019 03:00,85.88439178
05-12-2019 04:00,87.03447723
05-12-2019 05:00,84.4779129
05-12-2019 06:00,76.98047638
05-12-2019 07:00,63.95196533
05-12-2019 08:00,49.74465561
05-12-2019 09:00,41.16183472
05-12-2019 10:00,41.00976563
05-12-2019 11:00,57.96759796
05-12-2019 12:00,100.7215347
05-12-2019 13:00,123.4177933
05-12-2019 14:00,125.8616409
05-12-2019 15:00,120.3378067
05-12-2019 16:00,110.6729507
05-12-2019 17:00,101.9900742
05-12-2019 18:00,93.49514008
05-12-2019 19:00,84.16301727
05-12-2019 20:00,77.51086426
05-12-2019 21:00,76.37241364
05-12-2019 22:00,78.70448303
05-12-2019 23:00,81.92926788
19-12-2019 00:00,52.04627991
19-12-2019 01:00,51.67235565
19-12-2019 02:00,53.54718399
19-12-2019 03:00,54.65270996
19-12-2019 04:00,52.45628357
19-12-2019 05:00,46.44286346
19-12-2019 06:00,39.53381729
19-12-2019 07:00,34.07963943
19-12-2019 08:00,30.3151722
19-12-2019 09:00,28.38349724
19-12-2019 10:00,28.89729881
19-12-2019 11:00,34.45946884
19-12-2019 12:00,53.3011322
19-12-2019 13:00,77.93349457
19-12-2019 14:00,85.69767761
19-12-2019 15:00,83.51807404
19-12-2019 16:00,79.60768127
19-12-2019 17:00,75.56210327
19-12-2019 18:00,70.55130768
19-12-2019 19:00,62.68110275
19-12-2019 20:00,54.21759796
19-12-2019 21:00,48.04079437
19-12-2019 22:00,40.89887238
19-12-2019 23:00,30.09843445
20-12-2019 00:00,30.6768837
20-12-2019 01:00,32.14758301
20-12-2019 02:00,34.21448135
20-12-2019 03:00,36.67934036
20-12-2019 04:00,39.02185822
20-12-2019 05:00,39.13776779
20-12-2019 06:00,35.77960968
20-12-2019 07:00,30.17947197
20-12-2019 08:00,25.64134979
20-12-2019 09:00,24.2700634
20-12-2019 10:00,26.7291584
20-12-2019 11:00,37.61532593
20-12-2019 12:00,71.28521729
20-12-2019 13:00,95.24346161
20-12-2019 14:00,97.38994598
20-12-2019 15:00,90.93128204
20-12-2019 16:00,83.08105469
20-12-2019 17:00,76.42299652
20-12-2019 18:00,69.39302826
20-12-2019 19:00,61.14041138
20-12-2019 20:00,54.32922363
20-12-2019 21:00,50.13338852
20-12-2019 22:00,48.42084503
20-12-2019 23:00,48.9564209
25-12-2019 00:00,57.63821411
25-12-2019 01:00,60.43625641
25-12-2019 02:00,63.97311783
25-12-2019 03:00,68.18698883
25-12-2019 04:00,71.50305939
25-12-2019 05:00,72.48206329
25-12-2019 06:00,70.21312714
25-12-2019 07:00,65.6905899
25-12-2019 08:00,60.5177803
25-12-2019 09:00,57.00267029
25-12-2019 10:00,57.54860306
25-12-2019 11:00,70.69237518
25-12-2019 12:00,101.1088333
25-12-2019 13:00,121.2914505
25-12-2019 14:00,123.7597275
25-12-2019 15:00,115.8451157
25-12-2019 16:00,103.6760864
25-12-2019 17:00,94.58821106
25-12-2019 18:00,87.96399689
25-12-2019 19:00,80.5670929
25-12-2019 20:00,71.21846771
25-12-2019 21:00,62.47279358
25-12-2019 22:00,59.22980881
25-12-2019 23:00,59.90540695
27-12-2019 00:00,58.40847778
27-12-2019 01:00,60.17837906
27-12-2019 02:00,63.33005524
27-12-2019 03:00,67.70365143
27-12-2019 04:00,70.58081055
27-12-2019 05:00,69.93178558
27-12-2019 06:00,64.55688477
27-12-2019 07:00,55.62657928
27-12-2019 08:00,50.92950821
27-12-2019 09:00,47.96678162
27-12-2019 10:00,50.44436646
27-12-2019 11:00,66.71604919
27-12-2019 12:00,97.59506989
27-12-2019 13:00,106.5440445
27-12-2019 14:00,98.02039337
27-12-2019 15:00,86.16295624
27-12-2019 16:00,78.09606934
27-12-2019 17:00,73.01449585
27-12-2019 18:00,68.91728973
27-12-2019 19:00,63.76563263
27-12-2019 20:00,54.95144272
27-12-2019 21:00,47.75259781
27-12-2019 22:00,44.01261902
27-12-2019 23:00,43.20324707
30-12-2019 00:00,53.57491302
30-12-2019 01:00,56.63441467
30-12-2019 02:00,60.55454254
30-12-2019 03:00,65.50095367
30-12-2019 04:00,70.66426086
30-12-2019 05:00,74.00831604
30-12-2019 06:00,73.93035126
30-12-2019 07:00,67.55484009
30-12-2019 08:00,59.49354935
30-12-2019 09:00,55.59729004
30-12-2019 10:00,58.22536469
30-12-2019 11:00,72.80437469
30-12-2019 12:00,105.7704697
30-12-2019 13:00,122.9604568
30-12-2019 14:00,119.8292542
30-12-2019 15:00,109.0617905
30-12-2019 16:00,94.16287231
30-12-2019 17:00,82.22177887
30-12-2019 18:00,74.6455307
30-12-2019 19:00,69.36088562
30-12-2019 20:00,64.56655121
30-12-2019 21:00,60.19582367
30-12-2019 22:00,57.4420433
30-12-2019 23:00,57.14537048
01-01-2020 00:00,59.69684601
01-01-2020 01:00,62.90572739
01-01-2020 02:00,67.73741913
01-01-2020 03:00,73.80193329
01-01-2020 04:00,79.70429993
01-01-2020 05:00,82.93971252
01-01-2020 06:00,81.15865326
01-01-2020 07:00,74.40119934
01-01-2020 08:00,64.81798553
01-01-2020 09:00,58.8337326
01-01-2020 10:00,60.80865479
01-01-2020 11:00,80.95438385
01-01-2020 12:00,120.1272812
01-01-2020 13:00,131.7887421
01-01-2020 14:00,132.0183868
01-01-2020 15:00,126.9623642
01-01-2020 16:00,115.4359207
01-01-2020 17:00,102.2670593
01-01-2020 18:00,94.08882904
01-01-2020 19:00,87.81573486
01-01-2020 20:00,79.8757782
01-01-2020 21:00,72.23621368
01-01-2020 22:00,67.28511047
01-01-2020 23:00,66.00562286
10-01-2020 00:00,53.10744476
10-01-2020 01:00,55.70607758
10-01-2020 02:00,60.34972
10-01-2020 03:00,64.8396225
10-01-2020 04:00,68.74615479
10-01-2020 05:00,69.97740936
10-01-2020 06:00,67.57382965
10-01-2020 07:00,61.48695374
10-01-2020 08:00,54.93479919
10-01-2020 09:00,50.39676666
10-01-2020 10:00,51.73253632
10-01-2020 11:00,64.75173187
10-01-2020 12:00,92.53887939
10-01-2020 13:00,107.8201981
10-01-2020 14:00,107.1381607
10-01-2020 15:00,99.00376129
10-01-2020 16:00,89.0118866
10-01-2020 17:00,81.47540283
10-01-2020 18:00,75.79669952
10-01-2020 19:00,69.72174835
10-01-2020 20:00,62.19038391
10-01-2020 21:00,54.80311584
10-01-2020 22:00,50.81580353
10-01-2020 23:00,49.45168304
11-01-2020 00:00,59.18422699
11-01-2020 01:00,61.84236908
11-01-2020 02:00,65.29524994
11-01-2020 03:00,69.33516693
11-01-2020 04:00,71.66133881
11-01-2020 05:00,69.92942047
