year,month,day,hour,NO2_prediction
2019,9,13,22,17.181473
2019,9,13,23,15.898731
2019,9,15,0,15.055098
2019,9,15,1,14.519685
2019,9,15,2,13.912657
2019,9,15,3,12.925087
2019,9,15,4,11.692055
2019,9,15,5,10.326017
2019,9,15,6,9.0009
2019,9,15,7,7.8843846
2019,9,15,8,7.241376
2019,9,15,9,7.0365763
2019,9,15,10,7.468493
2019,9,15,11,8.390697
2019,9,15,12,9.896751
2019,9,15,13,11.764639
2019,9,15,14,13.766134
2019,9,15,15,15.15966
2019,9,15,16,16.159588
2019,9,15,17,16.677244
2019,9,15,18,16.588028
2019,9,15,19,16.170553
2019,9,15,20,15.451586
2019,9,15,21,14.207108
2019,9,15,22,13.239175
2019,9,15,23,12.651724
2019,9,17,0,16.684801
2019,9,17,1,18.708908
2019,9,17,2,18.64529
2019,9,17,3,17.166716
2019,9,17,4,15.157427
2019,9,17,5,13.019011
2019,9,17,6,11.334393
2019,9,17,7,9.798844
2019,9,17,8,8.867351
2019,9,17,9,8.173176
2019,9,17,10,8.124986
2019,9,17,11,8.624875
2019,9,17,12,10.461224
2019,9,17,13,13.617216
2019,9,17,14,18.399343
2019,9,17,15,22.03282
2019,9,17,16,23.620243
2019,9,17,17,23.70823
2019,9,17,18,23.080515
2019,9,17,19,21.97199
2019,9,17,20,22.948416
2019,9,17,21,22.897669
2019,9,17,22,23.11592
2019,9,17,23,23.902853
2019,9,18,0,24.436222
2019,9,18,1,25.16366
2019,9,18,2,25.26335
2019,9,18,3,23.981066
2019,9,18,4,21.531878
2019,9,18,5,18.911295
2019,9,18,6,16.984911
2019,9,18,7,15.434201
2019,9,18,8,14.413683
2019,9,18,9,13.701114
2019,9,18,10,13.311829
2019,9,18,11,13.461335
2019,9,18,12,14.461406
2019,9,18,13,17.031137
2019,9,18,14,21.165018
2019,9,18,15,26.216768
2019,9,18,16,29.468185
2019,9,18,17,29.757479
2019,9,18,18,28.527687
2019,9,18,19,26.975426
2019,9,18,20,26.02116
2019,9,18,21,25.187925
2019,9,18,22,24.423903
2019,9,18,23,23.895693
2019,9,21,0,22.835001
2019,9,21,1,22.007574
2019,9,21,2,21.006899
2019,9,21,3,19.358511
2019,9,21,4,17.17529
2019,9,21,5,15.100943
2019,9,21,6,13.344257
2019,9,21,7,11.901613
2019,9,21,8,11.07356
2019,9,21,9,10.646996
2019,9,21,10,10.618002
2019,9,21,11,11.115917
2019,9,21,12,12.429096
2019,9,21,13,15.024143
2019,9,21,14,18.989729
2019,9,21,15,23.213938
2019,9,21,16,25.429628
2019,9,21,17,25.759706
2019,9,21,18,25.344477
2019,9,21,19,24.659906
2019,9,21,20,23.838995
2019,9,21,21,22.876734
2019,9,21,22,21.955683
2019,9,21,23,21.241663
2019,9,24,0,19.452185
2019,9,24,1,18.918188
2019,9,24,2,18.423994
2019,9,24,3,17.17439
2019,9,24,4,15.341452
2019,9,24,5,13.409842
2019,9,24,6,11.744005
2019,9,24,7,10.646273
2019,9,24,8,9.896897
2019,9,24,9,9.487509
2019,9,24,10,9.438961
2019,9,24,11,9.808041
2019,9,24,12,10.812401
2019,9,24,13,13.026641
2019,9,24,14,16.679281
2019,9,24,15,20.679636
2019,9,24,16,23.295149
2019,9,24,17,24.17336
2019,9,24,18,24.084883
2019,9,24,19,23.533876
2019,9,24,20,22.78473
2019,9,24,21,21.944006
2019,9,24,22,20.873838
2019,9,24,23,19.595474
2019,9,26,0,18.446842
2019,9,26,1,17.936913
2019,9,26,2,17.368113
2019,9,26,3,16.308983
2019,9,26,4,14.574443
2019,9,26,5,12.667907
2019,9,26,6,11.064501
2019,9,26,7,9.888416
2019,9,26,8,9.010769
2019,9,26,9,8.448652
2019,9,26,10,8.362671
2019,9,26,11,8.8894825
2019,9,26,12,10.273878
2019,9,26,13,12.665373
2019,9,26,14,16.048672
2019,9,26,15,19.192581
2019,9,26,16,21.327375
2019,9,26,17,22.119482
2019,9,26,18,22.239794
2019,9,26,19,21.929869
2019,9,26,20,21.459116
2019,9,26,21,20.852684
2019,9,26,22,19.99395
2019,9,26,23,19.123283
2019,10,19,0,24.950462
2019,10,19,1,27.253138
2019,10,19,2,27.462843
2019,10,19,3,26.254477
2019,10,19,4,23.553488
2019,10,19,5,20.08904
2019,10,19,6,16.857824
2019,10,19,7,14.638854
2019,10,19,8,12.598547
2019,10,19,9,11.522423
2019,10,19,10,11.271148
2019,10,19,11,11.910294
2019,10,19,12,13.421158
2019,10,19,13,17.366549
2019,10,19,14,23.720083
2019,10,19,15,28.64362
2019,10,19,16,29.966711
2019,10,19,17,29.457983
2019,10,19,18,28.441591
2019,10,19,19,27.554115
2019,10,19,20,25.473738
2019,10,19,21,24.46179
2019,10,19,22,23.743837
2019,10,19,23,23.676786
2019,10,25,0,23.726446
2019,10,25,1,23.645384
2019,10,25,2,23.49545
2019,10,25,3,22.55097
2019,10,25,4,19.649591
2019,10,25,5,15.575111
2019,10,25,6,11.554732
2019,10,25,7,7.8389163
2019,10,25,8,4.628412
2019,10,25,9,3.0147755
2019,10,25,10,2.9253557
2019,10,25,11,4.891783
2019,10,25,12,10.537012
2019,10,25,13,19.661318
2019,10,25,14,28.293722
2019,10,25,15,31.902966
2019,10,25,16,31.162329
2019,10,25,17,29.457037
2019,10,25,18,28.388956
2019,10,25,19,27.592451
2019,10,25,20,28.433191
2019,10,25,21,28.08197
2019,10,25,22,27.241602
2019,10,25,23,26.584646
2019,10,27,0,45.96074
2019,10,27,1,53.5868
2019,10,27,2,55.455887
2019,10,27,3,54.929188
2019,10,27,4,52.13854
2019,10,27,5,46.47184
2019,10,27,6,38.359447
2019,10,27,7,30.976292
2019,10,27,8,26.082415
2019,10,27,9,23.07366
2019,10,27,10,22.035498
2019,10,27,11,23.121916
2019,10,27,12,27.499987
2019,10,27,13,37.47464
2019,10,27,14,51.29061
2019,10,27,15,58.903336
2019,10,27,16,59.03133
2019,10,27,17,55.662994
2019,10,27,18,50.23617
2019,10,27,19,44.810036
2019,10,27,20,42.071327
2019,10,27,21,41.145897
2019,10,27,22,41.984016
2019,10,27,23,44.892242
2019,10,29,0,43.916275
2019,10,29,1,46.57539
2019,10,29,2,52.666306
2019,10,29,3,57.622425
2019,10,29,4,53.840702
2019,10,29,5,42.159927
2019,10,29,6,33.208702
2019,10,29,7,27.95164
2019,10,29,8,24.243212
2019,10,29,9,22.012781
2019,10,29,10,21.137905
2019,10,29,11,22.370977
2019,10,29,12,27.668512
2019,10,29,13,41.93694
2019,10,29,14,61.695744
2019,10,29,15,68.477394
2019,10,29,16,66.76806
2019,10,29,17,62.9019
2019,10,29,18,57.284145
2019,10,29,19,51.42939
2019,10,29,20,47.7049
2019,10,29,21,45.683853
2019,10,29,22,44.549297
2019,10,29,23,43.864563
2019,11,2,0,43.54373
2019,11,2,1,44.629417
2019,11,2,2,48.63086
2019,11,2,3,54.9205
2019,11,2,4,58.62198
2019,11,2,5,55.224525
2019,11,2,6,44.783432
2019,11,2,7,35.058014
2019,11,2,8,29.27962
2019,11,2,9,26.49537
2019,11,2,10,26.052826
2019,11,2,11,28.648634
2019,11,2,12,36.78735
2019,11,2,13,52.8836
2019,11,2,14,65.67492
2019,11,2,15,66.94953
2019,11,2,16,64.10882
2019,11,2,17,59.608818
2019,11,2,18,54.272747
2019,11,2,19,49.978218
2019,11,2,20,47.266552
2019,11,2,21,45.66276
2019,11,2,22,44.548912
2019,11,2,23,43.589554
2019,11,10,0,41.882076
2019,11,10,1,42.126156
2019,11,10,2,44.779102
2019,11,10,3,50.079475
2019,11,10,4,55.118782
2019,11,10,5,53.688023
2019,11,10,6,44.553715
2019,11,10,7,35.154488
2019,11,10,8,28.886806
2019,11,10,9,25.416712
2019,11,10,10,24.303596
2019,11,10,11,25.498713
2019,11,10,12,30.317492
2019,11,10,13,41.368675
2019,11,10,14,56.589012
2019,11,10,15,62.74237
2019,11,10,16,61.382362
2019,11,10,17,58.625496
2019,11,10,18,55.156544
2019,11,10,19,51.624107
2019,11,10,20,47.41543
2019,11,10,21,44.95095
2019,11,10,22,42.454422
2019,11,10,23,39.94974
2019,11,11,0,39.712234
2019,11,11,1,40.308327
2019,11,11,2,42.351326
2019,11,11,3,45.924374
2019,11,11,4,47.331852
2019,11,11,5,41.75129
2019,11,11,6,33.14911
2019,11,11,7,27.494385
2019,11,11,8,23.730131
2019,11,11,9,21.327662
2019,11,11,10,20.501915
2019,11,11,11,21.626118
2019,11,11,12,26.34671
2019,11,11,13,38.33436
2019,11,11,14,55.04363
2019,11,11,15,60.786835
2019,11,11,16,58.365173
2019,11,11,17,55.147305
2019,11,11,18,52.100132
2019,11,11,19,49.583305
2019,11,11,20,47.561558
2019,11,11,21,45.710594
2019,11,11,22,44.004322
2019,11,11,23,42.345142
2019,11,15,0,43.08966
2019,11,15,1,44.799248
2019,11,15,2,47.926785
2019,11,15,3,53.401676
2019,11,15,4,58.90535
2019,11,15,5,60.191315
2019,11,15,6,53.600727
2019,11,15,7,41.86709
2019,11,15,8,33.084854
2019,11,15,9,27.596632
2019,11,15,10,24.948904
2019,11,15,11,25.555573
2019,11,15,12,32.02197
2019,11,15,13,47.17424
2019,11,15,14,60.056118
2019,11,15,15,60.791656
2019,11,15,16,57.968952
2019,11,15,17,54.834404
2019,11,15,18,52.074917
2019,11,15,19,49.982574
2019,11,15,20,48.44171
2019,11,15,21,47.318207
2019,11,15,22,46.22746
2019,11,15,23,45.068718
2019,11,22,0,51.328674
2019,11,22,1,53.651913
2019,11,22,2,57.552593
2019,11,22,3,63.737152
2019,11,22,4,68.48351
2019,11,22,5,70.283485
2019,11,22,6,68.66003
2019,11,22,7,58.79574
2019,11,22,8,44.451073
2019,11,22,9,35.742226
2019,11,22,10,33.044342
2019,11,22,11,36.1394
2019,11,22,12,47.249496
2019,11,22,13,65.98764
2019,11,22,14,76.41603
2019,11,22,15,76.82582
2019,11,22,16,73.53153
2019,11,22,17,67.40322
2019,11,22,18,60.822987
2019,11,22,19,55.60001
2019,11,22,20,52.034214
2019,11,22,21,49.92751
2019,11,22,22,48.764473
2019,11,22,23,48.391495
2019,12,5,0,40.868366
2019,12,5,1,40.266975
2019,12,5,2,40.40023
2019,12,5,3,41.319714
2019,12,5,4,42.310097
2019,12,5,5,41.42348
2019,12,5,6,37.09987
2019,12,5,7,31.563143
2019,12,5,8,28.220362
2019,12,5,9,25.92971
2019,12,5,10,24.270597
2019,12,5,11,23.440733
2019,12,5,12,26.187876
2019,12,5,13,33.599182
2019,12,5,14,43.860363
2019,12,5,15,47.610756
2019,12,5,16,45.761356
2019,12,5,17,43.79306
2019,12,5,18,42.864544
2019,12,5,19,42.111923
2019,12,5,20,41.89018
2019,12,5,21,39.597675
2019,12,5,22,35.842995
2019,12,5,23,31.130032
2019,12,19,0,30.89592
2019,12,19,1,31.841454
2019,12,19,2,34.18917
2019,12,19,3,37.381077
2019,12,19,4,40.107975
2019,12,19,5,41.347176
2019,12,19,6,40.37986
2019,12,19,7,37.23887
2019,12,19,8,32.595497
2019,12,19,9,29.22042
2019,12,19,10,28.484663
2019,12,19,11,30.70049
2019,12,19,12,36.39448
2019,12,19,13,44.40793
2019,12,19,14,49.18844
2019,12,19,15,49.681732
2019,12,19,16,47.59016
2019,12,19,17,44.71059
2019,12,19,18,42.349037
2019,12,19,19,39.50789
2019,12,19,20,37.06787
2019,12,19,21,34.4345
2019,12,19,22,32.272453
2019,12,19,23,30.710516
2019,12,20,0,30.016394
2019,12,20,1,29.449472
2019,12,20,2,30.207348
2019,12,20,3,32.77333
2019,12,20,4,36.164
2019,12,20,5,38.471554
2019,12,20,6,38.57486
2019,12,20,7,36.427193
2019,12,20,8,33.157253
2019,12,20,9,30.862268
2019,12,20,10,30.230085
2019,12,20,11,32.25664
2019,12,20,12,37.43077
2019,12,20,13,44.45217
2019,12,20,14,48.283295
2019,12,20,15,48.110695
2019,12,20,16,45.378
2019,12,20,17,42.24726
2019,12,20,18,40.031204
2019,12,20,19,38.241436
2019,12,20,20,36.47385
2019,12,20,21,34.989346
2019,12,20,22,33.94576
2019,12,20,23,33.366814
2019,12,25,0,30.263327
2019,12,25,1,29.274117
2019,12,25,2,29.62771
2019,12,25,3,31.498896
2019,12,25,4,33.79325
2019,12,25,5,34.938602
2019,12,25,6,34.06657
2019,12,25,7,32.102837
2019,12,25,8,29.924112
2019,12,25,9,27.839209
2019,12,25,10,27.212679
2019,12,25,11,29.581947
2019,12,25,12,35.783745
2019,12,25,13,43.096626
2019,12,25,14,47.78675
2019,12,25,15,47.56063
2019,12,25,16,45.93558
2019,12,25,17,44.26401
2019,12,25,18,43.11754
2019,12,25,19,41.372208
2019,12,25,20,38.936882
2019,12,25,21,34.55554
2019,12,25,22,30.576738
2019,12,25,23,27.091469
2019,12,27,0,26.23874
2019,12,27,1,25.718498
2019,12,27,2,25.965757
2019,12,27,3,26.96905
2019,12,27,4,28.033615
2019,12,27,5,28.203512
2019,12,27,6,27.36532
2019,12,27,7,25.86752
2019,12,27,8,25.180532
2019,12,27,9,25.007917
2019,12,27,10,25.306265
2019,12,27,11,26.938646
2019,12,27,12,31.291769
2019,12,27,13,36.287872
2019,12,27,14,39.22342
2019,12,27,15,40.377335
2019,12,27,16,40.445965
2019,12,27,17,39.597622
2019,12,27,18,37.845757
2019,12,27,19,35.586952
2019,12,27,20,33.66765
2019,12,27,21,31.366018
2019,12,27,22,29.513134
2019,12,27,23,27.96703
2019,12,30,0,28.760893
2019,12,30,1,29.644815
2019,12,30,2,31.630178
2019,12,30,3,34.48352
2019,12,30,4,36.49619
2019,12,30,5,37.011963
2019,12,30,6,35.47336
2019,12,30,7,32.59436
2019,12,30,8,29.058374
2019,12,30,9,26.740097
2019,12,30,10,26.024218
2019,12,30,11,27.870035
2019,12,30,12,32.5039
2019,12,30,13,38.393486
2019,12,30,14,41.72653
2019,12,30,15,43.030678
2019,12,30,16,42.865246
2019,12,30,17,41.480103
2019,12,30,18,38.70718
2019,12,30,19,35.4113
2019,12,30,20,32.866005
2019,12,30,21,30.879707
2019,12,30,22,29.800215
2019,12,30,23,29.550756
2020,1,1,0,29.956068
2020,1,1,1,29.831985
2020,1,1,2,30.543737
2020,1,1,3,32.72242
2020,1,1,4,35.740482
2020,1,1,5,37.936348
2020,1,1,6,38.141296
2020,1,1,7,36.615128
2020,1,1,8,34.188004
2020,1,1,9,32.422768
2020,1,1,10,32.84823
2020,1,1,11,36.06466
2020,1,1,12,42.17167
2020,1,1,13,48.116116
2020,1,1,14,51.22718
2020,1,1,15,50.692703
2020,1,1,16,48.357765
2020,1,1,17,45.562183
2020,1,1,18,43.24794
2020,1,1,19,40.73983
2020,1,1,20,38.077747
2020,1,1,21,35.80952
2020,1,1,22,34.853325
2020,1,1,23,34.869034
2020,1,10,0,33.038403
2020,1,10,1,32.887703
2020,1,10,2,34.150406
2020,1,10,3,37.13951
2020,1,10,4,40.695415
2020,1,10,5,43.18111
2020,1,10,6,42.880547
2020,1,10,7,39.133873
2020,1,10,8,34.536324
2020,1,10,9,30.937208
2020,1,10,10,29.748194
2020,1,10,11,31.215212
2020,1,10,12,36.32511
2020,1,10,13,44.396637
2020,1,10,14,51.656326
2020,1,10,15,53.584442
2020,1,10,16,51.955517
2020,1,10,17,49.4853
2020,1,10,18,46.686874
2020,1,10,19,43.474537
2020,1,10,20,40.651543
2020,1,10,21,37.49676
2020,1,10,22,35.01545
2020,1,10,23,32.997368
2020,1,11,0,32.693275
2020,1,11,1,32.70255
2020,1,11,2,33.319862
2020,1,11,3,34.76176
2020,1,11,4,37.195976
2020,1,11,5,39.071472
2020,1,11,6,39.4527
2020,1,11,7,37.569473
2020,1,11,8,34.52837
2020,1,11,9,32.40618
2020,1,11,10,31.240671
2020,1,11,11,32.21901
2020,1,11,12,36.130943
2020,1,11,13,44.59243
2020,1,11,14,52.519775
2020,1,11,15,53.292522
2020,1,11,16,50.311375
2020,1,11,17,47.201553
2020,1,11,18,45.407658
2020,1,11,19,43.72635
2020,1,11,20,42.21696
2020,1,11,21,41.368847
2020,1,11,22,40.491005
2020,1,11,23,39.72862
2020,1,14,0,37.72528
2020,1,14,1,37.586258
2020,1,14,2,38.623283
2020,1,14,3,41.44658
2020,1,14,4,44.61754
2020,1,14,5,47.170784
2020,1,14,6,47.939693
2020,1,14,7,45.59797
2020,1,14,8,39.57026
2020,1,14,9,35.04889
2020,1,14,10,33.405632
2020,1,14,11,34.917618
2020,1,14,12,39.585976
2020,1,14,13,47.225517
2020,1,14,14,52.838875
2020,1,14,15,53.5154
2020,1,14,16,52.015938
2020,1,14,17,49.791092
2020,1,14,18,47.344933
2020,1,14,19,44.663105
2020,1,14,20,40.876106
2020,1,14,21,37.34474
2020,1,14,22,34.087566
2020,1,14,23,31.037725
2020,1,22,0,28.299309
2020,1,22,1,27.303736
2020,1,22,2,27.323887
2020,1,22,3,28.417303
2020,1,22,4,30.29712
2020,1,22,5,31.97835
2020,1,22,6,32.50283
2020,1,22,7,31.666761
2020,1,22,8,29.609438
2020,1,22,9,27.509882
2020,1,22,10,26.813456
2020,1,22,11,28.044306
2020,1,22,12,31.2055
2020,1,22,13,35.954163
2020,1,22,14,40.147995
2020,1,22,15,41.8289
2020,1,22,16,41.849556
2020,1,22,17,41.162685
2020,1,22,18,39.945366
2020,1,22,19,38.49553
2020,1,22,20,36.055107
2020,1,22,21,33.56173
2020,1,22,22,31.19642
2020,1,22,23,27.45972
2020,1,24,0,25.242632
2020,1,24,1,24.489922
2020,1,24,2,24.706717
2020,1,24,3,25.534866
2020,1,24,4,25.862741
2020,1,24,5,25.01204
2020,1,24,6,23.02039
2020,1,24,7,20.482004
2020,1,24,8,19.241667
2020,1,24,9,18.22161
2020,1,24,10,17.22779
2020,1,24,11,18.548092
2020,1,24,12,25.201727
2020,1,24,13,34.38035
2020,1,24,14,41.332054
2020,1,24,15,39.57027
2020,1,24,16,35.1258
2020,1,24,17,32.785423
2020,1,24,18,31.492323
2020,1,24,19,30.290743
2020,1,24,20,30.207483
2020,1,24,21,29.041258
2020,1,24,22,27.637005
2020,1,24,23,26.183598
2020,1,25,0,26.802687
2020,1,25,1,28.41363
2020,1,25,2,30.470137
2020,1,25,3,32.12669
2020,1,25,4,32.966576
2020,1,25,5,32.39257
2020,1,25,6,30.732038
2020,1,25,7,28.946203
2020,1,25,8,25.126715
2020,1,25,9,21.303572
2020,1,25,10,20.04359
2020,1,25,11,21.630121
2020,1,25,12,25.94288
2020,1,25,13,33.398117
2020,1,25,14,39.548107
2020,1,25,15,41.1755
2020,1,25,16,39.483486
2020,1,25,17,36.693714
2020,1,25,18,33.702644
2020,1,25,19,30.707674
2020,1,25,20,27.390448
2020,1,25,21,26.231888
2020,1,25,22,25.612509
2020,1,25,23,25.527605
2020,1,29,0,33.690746
2020,1,29,1,35.7047
2020,1,29,2,38.430164
2020,1,29,3,41.488674
2020,1,29,4,42.94944
2020,1,29,5,42.688377
2020,1,29,6,41.252575
2020,1,29,7,39.259872
2020,1,29,8,36.030792
2020,1,29,9,31.956816
2020,1,29,10,29.456882
2020,1,29,11,30.743101
2020,1,29,12,36.418106
2020,1,29,13,47.44275
2020,1,29,14,57.09142
2020,1,29,15,57.435772
2020,1,29,16,54.064438
2020,1,29,17,50.30937
2020,1,29,18,47.31063
2020,1,29,19,45.248634
2020,1,29,20,43.91518
2020,1,29,21,43.389984
2020,1,29,22,43.681683
2020,1,29,23,44.410194
2020,2,3,0,45.332966
2020,2,3,1,45.81879
2020,2,3,2,47.99209
2020,2,3,3,53.221195
2020,2,3,4,59.35003
2020,2,3,5,59.740456
2020,2,3,6,48.778046
2020,2,3,7,35.656387
2020,2,3,8,30.449697
2020,2,3,9,27.454695
2020,2,3,10,25.656494
2020,2,3,11,25.62858
2020,2,3,12,29.470175
2020,2,3,13,41.84622
2020,2,3,14,64.18064
2020,2,3,15,73.654106
2020,2,3,16,71.52342
2020,2,3,17,66.33993
2020,2,3,18,60.483284
2020,2,3,19,55.371513
2020,2,3,20,53.118595
2020,2,3,21,50.617188
2020,2,3,22,49.375004
2020,2,3,23,49.06772
2020,2,5,0,42.259693
2020,2,5,1,41.86674
2020,2,5,2,42.462494
2020,2,5,3,45.00225
2020,2,5,4,48.611027
2020,2,5,5,49.021362
2020,2,5,6,42.30372
2020,2,5,7,32.662636
2020,2,5,8,27.295609
2020,2,5,9,24.664919
2020,2,5,10,23.508451
2020,2,5,11,23.760254
